curve_uid,panel_uid,source_record_id,source_doi,source_doi_url,paper_title,figure_id,panel_id,curve_index,curve_id,catalyst_name,condition_name,curve_label_current_response,condition_label_current_response,publication_curve_label,publication_condition_label,stroke_color,line_style,marker_style,visible_segment_status,sampled_point_count,publication_included_curve,publication_analysis_bucket,source_usable_for_normalization_publication,enrich_reaction_type,enrich_electrolyte_regime,enrich_electrolyte_identity,enrich_reference_scale,enrich_ir_compensation_status,enrich_measurement_configuration,enrich_curve_family,enrich_current_normalization_basis,enrich_reported_material_name,enrich_catalyst_role,enrich_material_class,enrich_active_elements,enrich_support_material,enrich_substrate_material,enrich_structural_motif,enrich_contains_pgm,enrich_bimetallic_flag,normalization_status_current,source_usable_for_normalization_current,normalized_point_count_current,x_min_current,x_max_current,y_min_current,y_max_current,x_axis_label_current,x_axis_units_current,y_axis_label_current,y_axis_units_current,x_axis_type_current,y_axis_type_current,overlay_red_flagged_point_count_current,overlay_red_manual_review_required_current
batch1/case33/figure_3__panel_d/curve_4,batch1/case33/figure_3__panel_d,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_3,d,4,curve_4,Fe/NMCS-A,Fe/NMCS-A,Fe/NMCS-A,Fe/NMCS-A,Fe/NMCS-A,Fe/NMCS-A,green,solid,no markers,partial,30,yes,primary_main_HER,no,HER,alkaline,1.0 M KOH solution,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Fe/NMCS-A,other,unknown,"[""Fe""]",activated N-doped mesoporous carbon spheres,,unknown,False,False,completed,no,30,-0.31344013237063784,0.04982701564380263,-2.248201438848921,-0.26978417266187055,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_3__panel_d/curve_5,batch1/case33/figure_3__panel_d,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_3,d,5,curve_5,Pt wire,Pt wire,Pt wire,Pt wire,Pt wire,Pt wire,purple,solid,no markers,partial,18,yes,primary_main_HER,no,HER,alkaline,1.0 M KOH solution,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt wire,benchmark,metal,"[""Pt""]",,,bulk,True,False,completed,no,18,-0.14128309265944647,-0.03388237063778582,-49.730215827338135,-4.226618705035971,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_3__panel_g/curve_1,batch1/case33/figure_3__panel_g,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_3,g,1,curve_1,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,red,solid,no markers,partial,40,yes,primary_main_HER,yes,HER,buffered,1.0 M PBS,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,candidate,alloy,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,40,-0.21463046757164406,-0.013499245852187022,-33.82201646090535,-4.475308641975309,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_3__panel_g/curve_2,batch1/case33/figure_3__panel_g,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_3,g,2,curve_2,Pt3Fe/NMCS,Pt3Fe/NMCS,Pt3Fe/NMCS,Pt3Fe/NMCS,Pt3Fe/NMCS,Pt3Fe/NMCS,light blue,solid,no markers,partial,41,yes,primary_main_HER,yes,HER,buffered,1.0 M PBS,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS,support_control,alloy,"[""Pt"", ""Fe""]",N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,41,-0.2621417797888386,0.04826546003016593,-28.24074074074074,-1.0545267489711942,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_3__panel_g/curve_3,batch1/case33/figure_3__panel_g,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_3,g,3,curve_3,Pt/NMCS-A,Pt/NMCS-A,Pt/NMCS-A,Pt/NMCS-A,Pt/NMCS-A,Pt/NMCS-A,yellow,solid,no markers,partial,12,yes,primary_main_HER,no,HER,buffered,1.0 M PBS,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt/NMCS-A,other,metal,"[""Pt""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,False,completed,no,12,-0.17503770739064858,-0.08476621417797889,-14.377572016460906,-8.796296296296298,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_3__panel_g/curve_4,batch1/case33/figure_3__panel_g,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_3,g,4,curve_4,Fe/NMCS-A,Fe/NMCS-A,Fe/NMCS-A,Fe/NMCS-A,Fe/NMCS-A,Fe/NMCS-A,light green,solid,no markers,partial,40,yes,primary_main_HER,yes,HER,buffered,1.0 M PBS,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Fe/NMCS-A,other,oxide,"[""Fe""]",activated N-doped mesoporous carbon spheres,,unknown,False,False,completed,yes,40,-0.2605580693815988,0.04668174962292611,-1.7746913580246921,0.025720164609052767,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_3__panel_g/curve_5,batch1/case33/figure_3__panel_g,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_3,g,5,curve_5,Pt wire,Pt wire,Pt wire,Pt wire,Pt wire,Pt wire,purple,solid,no markers,partial,25,yes,primary_main_HER,no,HER,buffered,1.0 M PBS,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt wire,benchmark,metal,"[""Pt""]",,Pt,bulk,True,False,completed,no,25,-0.110105580693816,0.0007541478129713511,-48.945473251028815,-1.5946502057613177,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_3__panel_g/curve_6,batch1/case33/figure_3__panel_g,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_3,g,6,curve_6,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,gray,solid,no markers,partial,18,yes,primary_main_HER,no,HER,buffered,1.0 M PBS,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,20 wt% Pt/C,benchmark,composite,"[""Pt""]",carbon,,composite,True,False,completed,no,18,-0.1845399698340875,-0.0530920060331825,-49.125514403292186,-16.5380658436214,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_b/curve_1,batch1/case33/figure_4__panel_b,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,b,1,curve_1,Pt3Fe/NMCS-A-before,before,Pt3Fe/NMCS-A-before,before,Pt3Fe/NMCS-A-before,before,red,solid,no markers,complete,42,yes,primary_main_HER,yes,HER,acidic,0.5 M H2SO4,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,candidate,alloy,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres (NMCS-A),,nanoparticle,True,True,completed,yes,42,-0.025195888146071394,0.044245561066781756,-49.6551724137931,-1.0344827586206897,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_b/curve_2,batch1/case33/figure_4__panel_b,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,b,2,curve_2,Pt3Fe/NMCS-A-post,post,Pt3Fe/NMCS-A-post,post,Pt3Fe/NMCS-A-post,post,light red,dotted,circle markers,partial,34,yes,primary_main_HER,no,HER,acidic,0.5 M H2SO4,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,post_test_same_material,alloy,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres (NMCS-A),,nanoparticle,True,True,completed,no,34,-0.028215081590108486,-0.007080727481848832,-49.6551724137931,-4.137931034482759,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_b/curve_3,batch1/case33/figure_4__panel_b,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,b,3,curve_3,20 wt% Pt/C-before,before,20 wt% Pt/C-before,before,20 wt% Pt/C-before,before,gray,solid,no markers,partial,45,yes,primary_main_HER,no,HER,acidic,0.5 M H2SO4,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,20 wt% Pt/C,benchmark,composite,"[""Pt""]",carbon,,nanoparticle,True,False,completed,no,45,-0.03576306520020122,0.04122636762274466,-49.6551724137931,0.1724137931034483,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_b/curve_4,batch1/case33/figure_4__panel_b,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,b,4,curve_4,20 wt% Pt/C-post,post,20 wt% Pt/C-post,post,20 wt% Pt/C-post,post,light gray,dotted,circle markers,partial,41,yes,primary_main_HER,no,HER,acidic,0.5 M H2SO4,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,20 wt% Pt/C,post_test_same_material,composite,"[""Pt""]",carbon,,nanoparticle,True,False,completed,no,41,-0.041801452088275404,-0.005571130759830285,-49.6551724137931,-0.6896551724137931,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_e/curve_1,batch1/case33/figure_4__panel_e,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,e,1,curve_1,Pt3Fe/NMCS-A-before,before,Pt3Fe/NMCS-A-before,before,Pt3Fe/NMCS-A-before,before,red,solid,no markers,complete,38,yes,primary_main_HER,yes,HER,alkaline,1.0 M KOH,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,candidate,alloy,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,38,-0.11250089856947738,0.0429875637984329,-49.65576592082616,-0.7745266781411361,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_e/curve_2,batch1/case33/figure_4__panel_e,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,e,2,curve_2,Pt3Fe/NMCS-A-post,post,Pt3Fe/NMCS-A-post,post,Pt3Fe/NMCS-A-post,post,red,dotted,circle markers,complete,37,yes,primary_main_HER,yes,HER,alkaline,1.0 M KOH,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,post_test_same_material,alloy,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,37,-0.11552009201351447,0.024872403134210345,-49.65576592082616,-1.1187607573149743,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_e/curve_3,batch1/case33/figure_4__panel_e,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,e,3,curve_3,20 wt% Pt/C-before,before,20 wt% Pt/C-before,before,20 wt% Pt/C-before,before,light blue,solid,no markers,partial,29,yes,primary_main_HER,no,HER,alkaline,1.0 M KOH,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,20 wt% Pt/C,benchmark,composite,"[""Pt""]",carbon,,nanoparticle,True,False,completed,no,29,-0.11159514053626622,0.032571346416504963,-49.01893287435457,-0.44750430292598997,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_e/curve_4,batch1/case33/figure_4__panel_e,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,e,4,curve_4,20 wt% Pt/C-post,post,20 wt% Pt/C-post,post,20 wt% Pt/C-post,post,light blue,dotted,circle markers,partial,23,yes,primary_main_HER,no,HER,alkaline,1.0 M KOH,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,20 wt% Pt/C,post_test_same_material,composite,"[""Pt""]",carbon,,nanoparticle,True,False,completed,no,23,-0.10389619725397169,0.008568758536410027,-39.41480206540448,-1.1876075731497417,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_h/curve_1,batch1/case33/figure_4__panel_h,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,h,1,curve_1,Pt3Fe/NMCS-A-before,before,Pt3Fe/NMCS-A-before,before,Pt3Fe/NMCS-A-before,before,red,solid,no markers,partial,36,yes,primary_main_HER,yes,HER,buffered,1.0 M phosphate buffered solution (PBS),RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,candidate,composite,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres (NMCS-A),,nanoparticle,True,True,completed,yes,36,-0.21544891194696641,-0.0036028246144977215,-33.99186991869919,-2.57723577235772,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_h/curve_2,batch1/case33/figure_4__panel_h,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,h,2,curve_2,Pt3Fe/NMCS-A-post,post,Pt3Fe/NMCS-A-post,post,Pt3Fe/NMCS-A-post,post,red,dotted,dot markers,partial,52,yes,primary_main_HER,yes,HER,buffered,1.0 M phosphate buffered solution (PBS),RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,post_test_same_material,composite,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres (NMCS-A),,nanoparticle,True,True,completed,yes,52,-0.45150598068886005,-0.012681942643032094,-49.357723577235774,-1.7235772357723542,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_h/curve_3,batch1/case33/figure_4__panel_h,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,h,3,curve_3,20 wt% Pt/C-before,before,20 wt% Pt/C-before,before,20 wt% Pt/C-before,before,gray,solid,no markers,partial,28,yes,primary_main_HER,no,HER,buffered,1.0 M phosphate buffered solution (PBS),RHE,unclear,three_electrode_half_cell,lsv,geometric_area,20 wt% Pt/C,benchmark,composite,"[""Pt""]",carbon,,nanoparticle,True,False,completed,no,28,-0.22452802997550078,-0.06110390546188208,-42.1869918699187,-14.016260162601624,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_4__panel_h/curve_4,batch1/case33/figure_4__panel_h,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_4,h,4,curve_4,20 wt% Pt/C-post,post,20 wt% Pt/C-post,post,20 wt% Pt/C-post,post,light gray,dotted,dot markers,partial,25,yes,primary_main_HER,no,HER,buffered,1.0 M phosphate buffered solution (PBS),RHE,unclear,three_electrode_half_cell,lsv,geometric_area,20 wt% Pt/C,post_test_same_material,composite,"[""Pt""]",carbon,,nanoparticle,True,False,completed,no,25,-0.2835422971609742,-0.10195993659028675,-49.016260162601625,-13.504065040650403,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_6__panel_e/curve_1,batch1/case33/figure_6__panel_e,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,e,1,curve_1,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,red,solid,no markers,complete,41,yes,primary_main_HER,yes,HER,acidic,0.5 M H2SO4,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,candidate,alloy,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,41,-0.024956892639985444,0.04746347218440881,-49.4485294117647,-2.2671568627450975,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_6__panel_e/curve_2,batch1/case33/figure_6__panel_e,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,e,2,curve_2,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,orange,solid,no markers,complete,43,yes,primary_main_HER,yes,HER,acidic,0.5 M H2SO4,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Co/NMCS-A,candidate,alloy,"[""Pt"", ""Co""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,43,-0.0973772574643797,0.04746347218440881,-49.4485294117647,-0.3370098039215682,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_6__panel_e/curve_3,batch1/case33/figure_6__panel_e,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,e,3,curve_3,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,lavender blue,solid,no markers,partial,39,yes,primary_main_HER,no,HER,acidic,0.5 M H2SO4,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Ni/NMCS-A,candidate,alloy,"[""Pt"", ""Ni""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,no,39,-0.04973228060622559,0.0017242944005808568,-49.4485294117647,-1.8382352941176467,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_6__panel_e/curve_4,batch1/case33/figure_6__panel_e,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,e,4,curve_4,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,gray,solid,no markers,partial,30,yes,primary_main_HER,no,HER,acidic,0.5 M H2SO4,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,20 wt% Pt/C,benchmark,composite,"[""Pt""]",carbon,,composite,True,False,completed,no,30,-0.03258008893729011,-0.019239495417006952,-47.732843137254896,-4.840686274509803,Potential (V vs. RHE),V vs. RHE,Current density (mA cm^-2),mA cm^-2,linear,linear,,
batch1/case33/figure_6__panel_f/curve_orange,batch1/case33/figure_6__panel_f,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,f,1,curve_orange,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,orange,solid,no markers,complete,38,yes,primary_main_HER,yes,HER,alkaline,1.0 M KOH,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Co/NMCS-A,candidate,composite,"[""Pt"", ""Co""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,38,-0.14817835780315394,-0.007340946166394842,-49.10438542310068,-1.1117974058060522,Potential (V vs. RHE),V vs. RHE,Current density (mA cm$^{-2}$),mA cm$^{-2}$,linear,linear,,
batch1/case33/figure_6__panel_f/curve_purple,batch1/case33/figure_6__panel_f,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,f,2,curve_purple,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,Pt3Ni/NMCS-A,purple,solid,no markers,complete,33,yes,primary_main_HER,yes,HER,alkaline,1.0 M KOH,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Ni/NMCS-A,candidate,composite,"[""Pt"", ""Ni""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,33,-0.12153344208809141,0.0002718868950515967,-48.67201976528722,-1.5441630636195174,Potential (V vs. RHE),V vs. RHE,Current density (mA cm$^{-2}$),mA cm$^{-2}$,linear,linear,,
batch1/case33/figure_6__panel_f/curve_gray,batch1/case33/figure_6__panel_f,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,f,3,curve_gray,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,20 wt% Pt/C,gray,solid,no markers,partial,15,yes,primary_main_HER,no,HER,alkaline,1.0 M KOH,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,20 wt% Pt/C,benchmark,composite,"[""Pt""]",carbon,,nanoparticle,True,False,completed,no,15,-0.11392060902664497,-0.05111473626971186,-48.88820259419395,-19.48733786287832,Potential (V vs. RHE),V vs. RHE,Current density (mA cm$^{-2}$),mA cm$^{-2}$,linear,linear,,
batch1/case33/figure_6__panel_f/curve_red,batch1/case33/figure_6__panel_f,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,f,4,curve_red,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,red,solid,no markers,complete,26,yes,primary_main_HER,yes,HER,alkaline,1.0 M KOH,RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,candidate,composite,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,26,-0.10821098423056015,0.02691680261011413,-48.88820259419395,-1.5441630636195174,Potential (V vs. RHE),V vs. RHE,Current density (mA cm$^{-2}$),mA cm$^{-2}$,linear,linear,,
batch1/case33/figure_6__panel_g/curve_1,batch1/case33/figure_6__panel_g,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,g,1,curve_1,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,Pt3Fe/NMCS-A,red,solid,no markers,partial,32,yes,primary_main_HER,no,HER,buffered,1.0 M phosphate buffered solution (PBS),RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Fe/NMCS-A,candidate,alloy,"[""Pt"", ""Fe""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,no,32,-0.21946564885496184,0.01717557251908397,-33.93425783256291,-0.71391884951207,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
batch1/case33/figure_6__panel_g/curve_2,batch1/case33/figure_6__panel_g,batch1/case33,10.1002/adma.202303030,https://doi.org/10.1002/adma.202303030,Modulating the d-Band Center Enables Ultrafine Pt3Fe Alloy Nanoparticles for pH-Universal Hydrogen Evolution Reaction,figure_6,g,2,curve_2,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,Pt3Co/NMCS-A,orange,solid,no markers,complete,39,yes,primary_main_HER,yes,HER,buffered,1.0 M phosphate buffered solution (PBS),RHE,unclear,three_electrode_half_cell,lsv,geometric_area,Pt3Co/NMCS-A,candidate,alloy,"[""Pt"", ""Co""]",activated N-doped mesoporous carbon spheres,,nanoparticle,True,True,completed,yes,39,-0.42366412213740456,0.011450381679389313,-49.57370313302516,-1.4689265536723164,Potential,V vs. RHE,Current density,mA cm^-2,linear,linear,,
