sample,correction,path_index,endpoint_index,x_pt,y_pt,E_V_RHE,I_signed_mA,I_cathodic_mA,eta_mV,area_cm2,j_cathodic_mA_cm2
treated_1cm2,raw,81,1,289.0452562926995,185.92664449430004,-0.5031060184749012,-649.5009108138589,649.5009108138589,503.1060184749012,1,649.5009108138589
treated_1cm2,raw,82,0,287.48961301861004,189.91240683554008,-0.5086406727833046,-674.9241075233172,674.9241075233172,508.6406727833046,1,674.9241075233172
treated_1cm2,raw,82,1,286.7117914442112,192.833678990522,-0.5114079997146254,-693.5574504774438,693.5574504774438,511.40799971462536,1,693.5574504774438
treated_1cm2,raw,83,0,285.25013496095403,196.72222761612204,-0.5166082686240899,-718.3605692183785,718.3605692183785,516.6082686240899,1,718.3605692183785
treated_1cm2,raw,83,1,284.1806302155661,199.54466582687007,-0.5204133434413767,-736.3634995711737,736.3634995711737,520.4133434413767,1,736.3634995711737
treated_1cm2,raw,84,0,282.72221466947644,203.62764188375002,-0.5256020817723621,-762.4067742491546,762.4067742491546,525.6020817723621,1,762.4067742491546
treated_1cm2,raw,84,1,281.74993764530984,206.44683963731006,-0.5290612406363472,-780.3890353363325,780.3890353363325,529.0612406363472,1,780.3890353363325
treated_1cm2,raw,85,0,280.09544618152466,210.34024894869196,-0.5349475761869027,-805.2231579756925,805.2231579756925,534.9475761869027,1,805.2231579756925
treated_1cm2,raw,85,1,279.1231691639178,213.25666041789202,-0.5384067350275497,-823.8254970313939,823.8254970313939,538.4067350275496,1,823.8254970313939
treated_1cm2,raw,86,0,277.6647536047086,217.14520904349206,-0.5435954734052117,-848.6286157723287,848.6286157723287,543.5954734052118,1,848.6286157723287
treated_1cm2,raw,86,1,276.5968693213447,219.96764725423998,-0.547394782956597,-866.6315461251231,866.6315461251231,547.394782956597,1,866.6315461251231
treated_1cm2,raw,87,0,275.43013693957505,224.05062331112003,-0.5515457734253437,-892.6748208031048,892.6748208031048,551.5457734253437,1,892.6748208031048
treated_1cm2,raw,87,1,274.45785992229617,226.97189546610196,-0.5550049322648237,-911.3081637572313,911.3081637572313,555.0049322648238,1,911.3081637572313
treated_1cm2,raw,88,0,272.8001275472546,231.054871522982,-0.560902798301672,-937.3514384352129,937.3514384352129,560.902798301672,1,937.3514384352129
treated_1cm2,raw,88,1,271.73062280164794,233.87406927654206,-0.5647078731197369,-955.3336995223909,955.3336995223909,564.7078731197369,1,955.3336995223909
treated_1cm2,raw,89,0,270.27220723609764,237.66864464368996,-0.5698966115199593,-979.5374095604188,979.5374095604188,569.8966115199593,1,979.5374095604188
treated_1cm2,raw,89,1,268.9110193327308,240.58505611289002,-0.5747394341769244,-998.1397486161201,998.1397486161201,574.7394341769244,1,998.1397486161201
treated_1cm2,raw,90,0,268.035970121841,244.76524588540997,-0.5778526767600938,-1024.8031012626245,1024.8031012626245,577.8526767600938,1,1024.8031012626245
treated_1cm2,raw,90,1,266.6747821532044,246.71438088399202,-0.5826954996492753,-1037.235664531518,1037.235664531518,582.6954996492752,1,1037.235664531518
