session_id,kind,source_path,output_path,relative_link,source_bytes,output_bytes,source_width,source_height,source_mode,display_width,display_height,display_mode,resized,status
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_aapp_ratio_vs_j100_scatter_20260609.png,rendered_transcripts\assets\s1\f\img_0078_6d0d14f90199.png,assets/s1/f/img_0078_6d0d14f90199.png,726418,368903,5400,4920,RGBA,2400,2187,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\publication_aapp_ratio_vs_hc_intercept_scatter_20260609.png,rendered_transcripts\assets\s1\f\img_0079_c406388bca35.png,assets/s1/f/img_0079_c406388bca35.png,834254,451092,5400,4920,RGBA,2400,2187,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_bvir_offset_figure_20260609_preview.png,rendered_transcripts\assets\s1\f\img_0080_c232a306264a.png,assets/s1/f/img_0080_c232a306264a.png,862821,716100,1900,2850,RGBA,1600,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,embedded_input_image,embedded data URI,rendered_transcripts\assets\s1\img_0081.png,assets/s1/img_0081.png,,476352,2275,1051,RGBA,2275,1051,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_bvir_offset_figure_Ddistributions_20260609_preview.png,rendered_transcripts\assets\s1\f\img_0082_73c009ba72d9.png,assets/s1/f/img_0082_73c009ba72d9.png,1018449,844133,1900,2850,RGBA,1600,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_bvir_offset_figure_compact_CD_20260609_preview.png,rendered_transcripts\assets\s1\f\img_0083_ea16a56cd386.png,assets/s1/f/img_0083_ea16a56cd386.png,894190,856730,1900,2076,RGBA,1900,2076,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_bvir_offset_figure_ABside_20260609_preview.png,rendered_transcripts\assets\s1\f\img_0084_d73d8069dfca.png,assets/s1/f/img_0084_d73d8069dfca.png,796207,770673,1900,1612,RGBA,1900,1612,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_bvir_offset_figure_ABside_20260609.png,rendered_transcripts\assets\s1\f\img_0085_50db1fe218ea.png,assets/s1/f/img_0085_50db1fe218ea.png,4804140,1040915,10320,8760,RGBA,2400,2037,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\case1618_turing_pt_bvir_offset_diagnostic_20260611.png,rendered_transcripts\assets\s1\f\img_0086_f2b0dcbdcd97.png,assets/s1/f/img_0086_f2b0dcbdcd97.png,741592,367381,6840,2115,RGBA,2400,742,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\asymmetric_alpha_bvir_offset_cd_sensitivity_20260611.png,rendered_transcripts\assets\s1\f\img_0087_70fa3dd8d44f.png,assets/s1/f/img_0087_70fa3dd8d44f.png,305585,303724,4020,2580,RGBA,2400,1540,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\high_eta50_tafel_ir_cd_sensitivity_20260611.png,rendered_transcripts\assets\s1\f\img_0088_e1a0142b8761.png,assets/s1/f/img_0088_e1a0142b8761.png,324906,313330,4020,2580,RGBA,2400,1540,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\formal_neff_from_aapp_distribution_20260611.png,rendered_transcripts\assets\s1\f\img_0089_a6f5b80c65a8.png,assets/s1/f/img_0089_a6f5b80c65a8.png,1109884,607767,5325,2488,RGBA,2400,1121,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\eta10_distribution_catalysts_20260611.png,rendered_transcripts\assets\s1\f\img_0090_b5bf3c002a0b.png,assets/s1/f/img_0090_b5bf3c002a0b.png,625417,328003,5484,2888,RGBA,2400,1264,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\fixed_neff2_bvir_offset_cd_sensitivity_20260611.png,rendered_transcripts\assets\s1\f\img_0091_00c33ce62f4e.png,assets/s1/f/img_0091_00c33ce62f4e.png,359187,341319,4050,2580,RGBA,2400,1529,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\fixed_neff2_strict_bv_intercept_distribution_20260611.png,rendered_transcripts\assets\s1\f\img_0092_201618c889cc.png,assets/s1/f/img_0092_201618c889cc.png,842318,494252,5133,2646,RGBA,2400,1237,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\fixed_neff2_term_removal_sensitivity_20260611.png,rendered_transcripts\assets\s1\f\img_0093_6b9966b6001f.png,assets/s1/f/img_0093_6b9966b6001f.png,264896,258264,4140,2640,RGBA,2400,1530,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\fixed_neff2_eoffset_rescue_examples_20260611.png,rendered_transcripts\assets\s1\f\img_0094_bb8975b8eb74.png,assets/s1/f/img_0094_bb8975b8eb74.png,1148090,636978,6329,3857,RGBA,2400,1463,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_figure_ABside_20260611.png,rendered_transcripts\assets\s1\f\img_0095_a81adc52fb49.png,assets/s1/f/img_0095_a81adc52fb49.png,4818197,1064201,10320,8760,RGBA,2400,2037,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\fixed_neff2_alpha020_080_vs_original_hq_group_comparison_20260612.png,rendered_transcripts\assets\s1\f\img_0096_7841aa5210bc.png,assets/s1/f/img_0096_7841aa5210bc.png,305522,240749,5120,3360,RGBA,2400,1575,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_alpha020_080_figure_ABside_20260612.png,rendered_transcripts\assets\s1\f\img_0097_bc918300cfd6.png,assets/s1/f/img_0097_bc918300cfd6.png,4774703,1057191,10320,8760,RGBA,2400,2037,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_alpha020_080_figure_ABside_20260612_delta_b_contrast.png,rendered_transcripts\assets\s1\f\img_0098_b24c27f62307.png,assets/s1/f/img_0098_b24c27f62307.png,4782466,1059029,10320,8760,RGBA,2400,2037,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_alpha020_080_figure_ABside_20260612_delta_b_and_intercept_cand_minus_ptc.png,rendered_transcripts\assets\s1\f\img_0099_05339b40ec6a.png,assets/s1/f/img_0099_05339b40ec6a.png,4774881,1057171,10320,8760,RGBA,2400,2037,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_strict_bv_contribution_correlation_20260612.png,rendered_transcripts\assets\s1\f\img_0100_b9c77a5a866d.png,assets/s1/f/img_0100_b9c77a5a866d.png,1408324,417111,8520,3750,RGBA,2400,1056,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_alpha020_080_figure_ABside_20260612_subscripted_b_contrast.png,rendered_transcripts\assets\s1\f\img_0101_ee47274ed5f7.png,assets/s1/f/img_0101_ee47274ed5f7.png,4774703,1057191,10320,8760,RGBA,2400,2037,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_alpha020_080_figure_with_correlation_20260612.png,rendered_transcripts\assets\s1\f\img_0102_29baf33c7f5c.png,assets/s1/f/img_0102_29baf33c7f5c.png,6051798,1100377,10320,12240,RGBA,2024,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_strict_bv_correlation_both_better_only_20260612.png,rendered_transcripts\assets\s1\f\img_0103_802e652ea2f2.png,assets/s1/f/img_0103_802e652ea2f2.png,960450,336472,8280,3330,RGBA,2400,965,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_alpha020_080_pooled_alkaline_pm_20260613.png,rendered_transcripts\assets\s1\f\img_0104_55d3eb5237b5.png,assets/s1/f/img_0104_55d3eb5237b5.png,5914351,1059126,10320,12240,RGBA,2024,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_alpha020_080_figure_with_correlation_no_A_fit_20260613.png,rendered_transcripts\assets\s1\f\img_0105_24aed942efa0.png,assets/s1/f/img_0105_24aed942efa0.png,6029256,1091516,10320,12240,RGBA,2024,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_alpha020_080_pooled_alkaline_pm_no_A_fit_20260613.png,rendered_transcripts\assets\s1\f\img_0106_8ff361649083.png,assets/s1/f/img_0106_8ff361649083.png,5870130,1046992,10320,12240,RGBA,2024,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\01_ptc_relative_slope_agent\publication_full_ptc_relative_strict_bv_alpha020_080_pooled_alkaline_pm_no_A_fit_alkaline_pm_corr_EF_20260613.png,rendered_transcripts\assets\s1\f\img_0107_123f8c29f233.png,assets/s1/f/img_0107_123f8c29f233.png,5523025,998742,10320,12240,RGBA,2024,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\shared_exports\figure6_fit_metadata_package_20260614\figure6_same_panel_delta_eta10_delta_eta50_scatter.png,rendered_transcripts\assets\s1\f\img_0108_0550fb470554.png,assets/s1/f/img_0108_0550fb470554.png,904466,518699,4620,4020,RGBA,2400,2088,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\shared_exports\figure6_fit_metadata_package_20260614\figure6_delta_eta10_eta50_component_scatter.png,rendered_transcripts\assets\s1\f\img_0109_62ce798222f8.png,assets/s1/f/img_0109_62ce798222f8.png,1715756,524466,7920,6600,RGBA,2400,2000,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\shared_exports\figure6_fit_metadata_package_20260614\figure6_y_equals_x_deviation_decomposition.png,rendered_transcripts\assets\s1\f\img_0110_ec1dd0d360d4.png,assets/s1/f/img_0110_ec1dd0d360d4.png,2637719,586568,9600,5700,RGBA,2400,1425,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\identity_term_patterns_descriptor_distributions.png,rendered_transcripts\assets\s1\f\img_0111_c93844d77869.png,assets/s1/f/img_0111_c93844d77869.png,381745,268167,5400,1350,RGBA,2400,600,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\identity_term_patterns_alkaline_pm_branch_feature_enrichment.png,rendered_transcripts\assets\s1\f\img_0112_35dc8d5dcdfb.png,assets/s1/f/img_0112_35dc8d5dcdfb.png,228806,409151,2460,1860,RGBA,2400,1815,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\broad_feature_term_models_univariate_heatmap.png,rendered_transcripts\assets\s1\f\img_0113_5b397d97ae62.png,assets/s1/f/img_0113_5b397d97ae62.png,316988,316793,3300,3000,RGBA,2400,2182,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\broad_feature_term_models_elasticnet_standardized_coefficients_heatmap.png,rendered_transcripts\assets\s1\f\img_0114_746bcf15b2af.png,assets/s1/f/img_0114_746bcf15b2af.png,346838,355760,3300,3000,RGBA,2400,2182,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\global_both_better_identity_group_rates.png,rendered_transcripts\assets\s1\f\img_0115_4716a562f43f.png,assets/s1/f/img_0115_4716a562f43f.png,167372,187034,3450,1260,RGBA,2400,877,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\global_both_better_identity_AB_feature_enrichment.png,rendered_transcripts\assets\s1\f\img_0116_27da9d936118.png,assets/s1/f/img_0116_27da9d936118.png,309021,468542,2640,2400,RGBA,2400,2182,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\manual_identity_decomposition_AB_family_rates.png,rendered_transcripts\assets\s1\f\img_0117_04c3cf962996.png,assets/s1/f/img_0117_04c3cf962996.png,223533,350187,2640,2220,RGBA,2400,2018,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\manual_identity_decomposition_AB_both_better_family_composition.png,rendered_transcripts\assets\s1\f\img_0118_21160592d9d8.png,assets/s1/f/img_0118_21160592d9d8.png,216075,334858,2640,1860,RGBA,2400,1691,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_branch_feature_mapping_AB.png,rendered_transcripts\assets\s1\f\img_0119_a8f380018a9a.png,assets/s1/f/img_0119_a8f380018a9a.png,501688,410229,4260,2520,RGBA,2400,1420,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_selected_family_rates_AB.png,rendered_transcripts\assets\s1\f\img_0120_ef28bf566795.png,assets/s1/f/img_0120_ef28bf566795.png,233784,346986,2760,1770,RGBA,2400,1539,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_core_pt_breakdown_AB.png,rendered_transcripts\assets\s1\f\img_0121_01f407c64671.png,assets/s1/f/img_0121_01f407c64671.png,256481,248671,3660,1470,RGBA,2400,964,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_mechanism_violins_key_families.png,rendered_transcripts\assets\s1\f\img_0122_5777937ad611.png,assets/s1/f/img_0122_5777937ad611.png,739565,466493,4440,2400,RGBA,2400,1297,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_mechanism_violins_bv_vs_ir_scatter.png,rendered_transcripts\assets\s1\f\img_0123_36d80931121c.png,assets/s1/f/img_0123_36d80931121c.png,192675,183354,2100,1860,RGBA,2100,1860,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\full_dataset_eta_switch_patterns_AB_group_stacked.png,rendered_transcripts\assets\s1\f\img_0124_dd722b4b5261.png,assets/s1/f/img_0124_dd722b4b5261.png,103133,138890,2940,1290,RGBA,2400,1053,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\full_dataset_eta_switch_patterns_AB_scatter_switches.png,rendered_transcripts\assets\s1\f\img_0125_0d80662b2db9.png,assets/s1/f/img_0125_0d80662b2db9.png,605831,490698,3780,1770,RGBA,2400,1124,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\full_dataset_eta_switch_patterns_CD_term_heatmap.png,rendered_transcripts\assets\s1\f\img_0126_2fcb6b4be278.png,assets/s1/f/img_0126_2fcb6b4be278.png,120356,113841,2370,1350,RGBA,2370,1350,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_ru_response_modes.png,rendered_transcripts\assets\s1\f\img_0127_9bee26a1fc5f.png,assets/s1/f/img_0127_9bee26a1fc5f.png,941619,447884,6480,4140,RGBA,2400,1533,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\ru_response_modes_acid_alkaline.png,rendered_transcripts\assets\s1\f\img_0128_014dc4f8b733.png,assets/s1/f/img_0128_014dc4f8b733.png,1007071,483039,6570,4230,RGBA,2400,1545,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\ru_response_modes_acid_alkaline_percent_panelB.png,rendered_transcripts\assets\s1\f\img_0129_dddfda80aa69.png,assets/s1/f/img_0129_dddfda80aa69.png,942577,454709,6570,4230,RGBA,2400,1545,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_type_labeled_eta_scatter.png,rendered_transcripts\assets\s1\f\img_0130_f62ec126d6b5.png,assets/s1/f/img_0130_f62ec126d6b5.png,816999,477107,5310,4590,RGBA,2400,2075,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,embedded_input_image,embedded data URI,rendered_transcripts\assets\s1\img_0131.png,assets/s1/img_0131.png,,3268,288,50,RGBA,288,50,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_bucket_highlights\09_other_ru_pm_explicit_labels.png,rendered_transcripts\assets\s1\f\img_0132_4d6ac4a6cfa6.png,assets/s1/f/img_0132_4d6ac4a6cfa6.png,745631,340851,7020,3465,RGBA,2400,1185,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_bucket_highlights\alkaline_pm_bucket_highlights_combined_zoom.png,rendered_transcripts\assets\s1\f\img_0133_664c80608ba3.png,assets/s1/f/img_0133_664c80608ba3.png,1567671,494717,6120,9090,RGBA,1616,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\carbon_interface_bv_ir_comparison_whole_dataset.png,rendered_transcripts\assets\s1\f\img_0134_8c0588a4ce32.png,assets/s1/f/img_0134_8c0588a4ce32.png,1062303,593059,5130,3600,RGBA,2400,1684,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\carbon_interface_bv_ir_comparison_by_group.png,rendered_transcripts\assets\s1\f\img_0135_e2cd736ae610.png,assets/s1/f/img_0135_e2cd736ae610.png,779532,469206,4680,3600,RGBA,2400,1846,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_carbon_effect_by_pm_core.png,rendered_transcripts\assets\s1\f\img_0136_de65132b2cee.png,assets/s1/f/img_0136_de65132b2cee.png,616061,322811,6210,2160,RGBA,2400,835,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\03_catalyst_identity_term_patterns_agent\alkaline_pm_percent_contribution_by_core.png,rendered_transcripts\assets\s1\f\img_0137_61a746e03681.png,assets/s1/f/img_0137_61a746e03681.png,468305,334281,4860,2115,RGBA,2400,1044,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,embedded_input_image,embedded data URI,rendered_transcripts\assets\s1\img_0138.png,assets/s1/img_0138.png,,278481,1004,830,RGBA,1004,830,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\07_main_text_figure6_package_20260616\main_text_figure6_A_to_G_20260616.png,rendered_transcripts\assets\s1\f\img_0139_2c2664c4fc5c.png,assets/s1/f/img_0139_2c2664c4fc5c.png,3205462,1125507,7470,7560,RGBA,2371,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\08_main_text_figure6_package_20260617_strict_neff2\main_text_figure6_A_to_G_20260617_strict_neff2.png,rendered_transcripts\assets\s1\f\img_0140_a9e79f822e2e.png,assets/s1/f/img_0140_a9e79f822e2e.png,3375605,1119691,7470,7560,RGBA,2371,2400,RGB,True,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,embedded_input_image,embedded data URI,rendered_transcripts\assets\s1\img_0141.jpg,assets/s1/img_0141.jpg,,64252,1279,1706,RGB,1279,1706,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\12_bvir_no_offset_sensitivity_20260619\scatter_bv_interval_vs_bbv_contrast_all_pairs_20260619.png,rendered_transcripts\assets\s1\f\img_0142_8fdccb945e0e.png,assets/s1/f/img_0142_8fdccb945e0e.png,282261,259880,2160,1980,RGBA,2160,1980,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\12_bvir_no_offset_sensitivity_20260619\scatter_bv_interval_vs_bbv_contrast_alkaline_pm_branches_20260619.png,rendered_transcripts\assets\s1\f\img_0143_281a0f5fdf8a.png,assets/s1/f/img_0143_281a0f5fdf8a.png,211083,194001,2160,1980,RGBA,2160,1980,RGB,False,ok
019e5a99-d4b4-7b33-9c00-74b8d0f6c184,linked_local_figure,[ANALYSIS_WORKSPACE]\12_bvir_no_offset_sensitivity_20260619\scatter_bv_interval_vs_bbv_contrast_model_compare_20260619.png,rendered_transcripts\assets\s1\f\img_0144_80c959dffbae.png,assets/s1/f/img_0144_80c959dffbae.png,394767,300403,3960,1860,RGBA,2400,1127,RGB,True,ok
019eb222-0283-7721-a3de-1c69905a9035,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\bv_bvir_r2_distribution_histograms.png,rendered_transcripts\assets\s2\f\img_0001_0ba239f17b6c.png,assets/s2/f/img_0001_0ba239f17b6c.png,234406,222418,2218,1738,RGBA,2218,1738,RGB,False,ok
019eb222-0283-7721-a3de-1c69905a9035,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\bvir_improvement_diagnostics.png,rendered_transcripts\assets\s2\f\img_0002_cc700befd348.png,assets/s2/f/img_0002_cc700befd348.png,302646,295638,2218,1738,RGBA,2218,1738,RGB,False,ok
019eb222-0283-7721-a3de-1c69905a9035,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\bvir_ir_distribution_by_context.png,rendered_transcripts\assets\s2\f\img_0003_6c0dd9d35d1b.png,assets/s2/f/img_0003_6c0dd9d35d1b.png,250361,244988,2218,1738,RGBA,2218,1738,RGB,False,ok
019eb222-0283-7721-a3de-1c69905a9035,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\bvir_R_histogram_distributions.png,rendered_transcripts\assets\s2\f\img_0004_a8805c3b9205.png,assets/s2/f/img_0004_a8805c3b9205.png,176955,171663,2218,1738,RGBA,2218,1738,RGB,False,ok
019eb222-0283-7721-a3de-1c69905a9035,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\bvir_R_material_group_significance.png,rendered_transcripts\assets\s2\f\img_0005_e4cc6a4d11a2.png,assets/s2/f/img_0005_e4cc6a4d11a2.png,141865,144424,2218,1138,RGBA,2218,1138,RGB,False,ok
019eb222-0283-7721-a3de-1c69905a9035,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\bvir_R_clean_material_groups.png,rendered_transcripts\assets\s2\f\img_0006_69471eed18b9.png,assets/s2/f/img_0006_69471eed18b9.png,265468,275896,2219,1858,RGBA,2219,1858,RGB,False,ok
019eb222-0283-7721-a3de-1c69905a9035,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\bvir_R_electrolyte_buffer_dependence.png,rendered_transcripts\assets\s2\f\img_0007_989b458b94e1.png,assets/s2/f/img_0007_989b458b94e1.png,240919,240438,2218,1738,RGBA,2218,1738,RGB,False,ok
019eb222-0283-7721-a3de-1c69905a9035,linked_local_figure,[ANALYSIS_WORKSPACE]\02_bv_ir_fitting_agent\bvir_R_zero_classification_factors.png,rendered_transcripts\assets\s2\f\img_0008_ad0519abd3f6.png,assets/s2/f/img_0008_ad0519abd3f6.png,312038,329676,2398,1887,RGBA,2398,1887,RGB,False,ok
