case_rel_path,figure_id,panel_id,curve_label,paper_title,figure6_group,both_better_global,both_better_and_widens,enrich_reported_material_name,enrich_material_class,active_elements,precious_elements,support_material,substrate_material,delta_eta10_mV,delta_eta50_mV,gap_widening_eta50_minus_eta10_mV,condition_alkaline,pm_containing,alkaline_PM_interaction,motif_alloy_class,Pt_containing,Ir_containing,Ru_containing,Pd_containing,motif_carbon_support,motif_chalcogen,motif_selenide_telluride,motif_phosphide,motif_oxide_hydroxide,motif_single_atom,motif_array_or_foam_architecture,PM_plus_oxophilic_partner,Pt_plus_partner,Ru_plus_partner,Pt_alloy_or_multimetal,Ru_chalcogen,multi_metal,has_oxophilic_partner,element_Ni,element_Mo,element_Co,element_Fe,element_P,element_S,element_Se,element_Te,dataset,manual_elements,manual_pm_elements,manual_nonpm_metal_partners,manual_tm_oxophilic_partners,manual_main_group_partners,manual_pm_core,manual_partner_type,manual_identity_family,manual_is_alloy_or_metallic_glass,manual_is_single_atom_or_site_isolated,manual_has_carbon_support,manual_has_oxide_hydroxide_interface,manual_has_chalcogenide,manual_has_phosphide,manual_has_carbide_boride_nitride,manual_pm_count,manual_nonpm_metal_partner_count,audit_strict_subfamily,audit_confidence,audit_issue_flag,audit_note,audit_elements_compact,audit_pm_compact,analysis_dataset,eta10_good,eta50_good,transition_class_strict,both_better,alkaline_pm_branch
batch1/case100,figure_2,a,Ni(OH)2@Ni-N/Ni-C/NF,Monometallic interphasic synergy via nano-hetero-interfacing for hydrogen evolution in alkaline electrolytes,Alkaline non-PM,False,False,Ni(OH)2@Ni-N/Ni-C/NF,composite,"{'N', 'C', 'Ni', 'O'}",[],Ni-N/Ni-C,nickel foam,32.34214390602055,48.91703377386196,16.574889867841406,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,AB,"C,N,Ni,O",,Ni,Ni,"C,N,O",non-PM,no PM,non-PM oxide/hydroxide/nitride,False,False,False,True,False,False,False,0,1,non-PM oxide/hydroxide/nitride-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,N,Ni,O",,AB,False,False,neither,False,
batch1/case107,figure_4a,a,Fe(OH)x@Cu-MOF,Exposing unsaturated Cu1-O2 sites in nanoscale Cu-MOF for efficient electrocatalytic hydrogen evolution,Alkaline non-PM,False,False,Fe(OH)x@Cu-MOF NBs,composite,"{'Cu', 'Fe'}",[],Fe(OH)x,,49.61672473867596,93.33556655481308,43.71884181613713,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,AB,"Cu,Fe",,"Cu,Fe","Cu,Fe",,non-PM,no PM,non-PM other,False,False,False,False,False,False,False,0,2,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Cu,Fe",,AB,False,False,neither,False,
batch1/case22,figure_5,a,NM-1,Synergizing Hydrogen Spillover and Deprotonation by the Internal Polarization Field in a MoS2/NiPS3 Vertical Heterostructure for Boosted Water Electrolysis,Alkaline non-PM,False,False,NM-1,composite,"{'Mo', 'S', 'Ni', 'P'}",[],NiPS3,,90.20236202012056,104.83921268279737,14.636850662676792,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,AB,"Mo,Ni,P,S",,"Mo,Ni","Mo,Ni","P,S",non-PM,no PM,non-PM phosphide,False,False,False,False,True,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,Ni,P,S",,AB,False,False,neither,False,
batch1/case27,figure_4,a,m-NiTPyP/CNTs,Hydrogen-Bond Regulation of the Microenvironment of Ni(II)-Porphyrin Bifunctional Electrocatalysts for Efficient Overall Water Splitting,Alkaline non-PM,False,False,m-NiTPyP/CNTs,composite,{'Ni'},[],acidified multiwall carbon nanotubes,nickel foam,103.83998089324092,91.52554914370812,-12.3144317495328,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,AB,Ni,,Ni,Ni,,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,1,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.",Ni,,AB,False,False,neither,False,
batch1/case27,figure_4,a,o-NiTPyP/CNTs,Hydrogen-Bond Regulation of the Microenvironment of Ni(II)-Porphyrin Bifunctional Electrocatalysts for Efficient Overall Water Splitting,Alkaline non-PM,False,False,o-NiTPyP/CNTs,composite,{'Ni'},[],acidified multiwall carbon nanotubes,nickel foam,163.4349176021017,159.1415135008034,-4.293404101298336,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,AB,Ni,,Ni,Ni,,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,1,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.",Ni,,AB,False,False,neither,False,
batch1/case27,figure_4,a,p-NiTPyP/CNTs,Hydrogen-Bond Regulation of the Microenvironment of Ni(II)-Porphyrin Bifunctional Electrocatalysts for Efficient Overall Water Splitting,Alkaline non-PM,False,False,p-NiTPyP/CNTs,composite,{'Ni'},[],acidified multiwall carbon nanotubes,nickel foam,138.1724703447178,151.12401001827664,12.95153967355884,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,AB,Ni,,Ni,Ni,,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,1,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.",Ni,,AB,False,False,neither,False,
batch1/case4,figure_4,c,3DP GC/NiFeP-12L,3D Printed Mechanically Robust Graphene/CNT Electrodes for Highly Efficient Overall Water Splitting,Alkaline non-PM,False,False,3DP GC/NiFeP-12L,phosphide,"{'Ni', 'P', 'Fe'}",[],graphene/CNT,3D-printed graphene/CNT electrode,59.10028860028865,115.10365013774106,56.003361537452406,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,AB,"Fe,Ni,P",,"Fe,Ni","Fe,Ni",P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Fe,Ni,P",,AB,False,False,neither,False,
batch1/case4,figure_4,c,3DP GC/NiFeP-24L,3D Printed Mechanically Robust Graphene/CNT Electrodes for Highly Efficient Overall Water Splitting,Alkaline non-PM,False,False,3DP GC/NiFeP-24L,phosphide,"{'Ni', 'P', 'Fe'}",[],graphene/CNT,3D-printed graphene/CNT electrode,42.01948051948055,59.5456664547574,17.526185935276843,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,AB,"Fe,Ni,P",,"Fe,Ni","Fe,Ni",P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Fe,Ni,P",,AB,False,False,neither,False,
batch1/case40,figure_3,a,v-Ni12P5,Phosphorus Vacancies that Boost Electrocatalytic Hydrogen Evolution by Two Orders of Magnitude,Alkaline non-PM,True,True,v-Ni12P5,phosphide,"{'Ni', 'P'}",[],,nickel foam,-4.64326160815402,-6.475593112059698,-1.832331503905678,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,AB,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,False,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,AB,True,True,both-better,True,
batch1/case44,figure_3,a,NiP2-600 (c),Phase-Junction Electrocatalysts towards Enhanced Hydrogen Evolution Reaction in Alkaline Media,Alkaline non-PM,False,False,NiP2-600 (c),phosphide,"{'Ni', 'P'}",[],,carbon cloth,175.44983642311885,218.74663758633227,43.296801163213416,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,AB,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,AB,False,False,neither,False,
batch1/case44,figure_3,a,NiP2-650 (c/m),Phase-Junction Electrocatalysts towards Enhanced Hydrogen Evolution Reaction in Alkaline Media,Alkaline non-PM,False,False,NiP2-650 (c/m),composite,"{'Ni', 'P'}",[],,carbon cloth,127.65358051617594,147.75427117411851,20.10069065794258,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,AB,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,AB,False,False,neither,False,
batch1/case44,figure_3,a,NiP2-700 (c/m),Phase-Junction Electrocatalysts towards Enhanced Hydrogen Evolution Reaction in Alkaline Media,Alkaline non-PM,False,False,NiP2-700 (c/m),composite,"{'Ni', 'P'}",[],,carbon cloth,170.47073791348598,194.30134496546708,23.830607051981104,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,AB,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,AB,False,False,neither,False,
batch1/case44,figure_3,a,NiP2-750 (m),Phase-Junction Electrocatalysts towards Enhanced Hydrogen Evolution Reaction in Alkaline Media,Alkaline non-PM,False,False,NiP2-750 (m),phosphide,"{'Ni', 'P'}",[],,carbon cloth,256.9259663152792,317.95528898582336,61.02932267054416,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,AB,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,True,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,AB,False,False,neither,False,
batch1/case5,figure_3,a,MoO2-FeP@C,Interfacial Engineering of MoO2-FeP Heterojunction for Highly Efficient Hydrogen Evolution Coupled with Biomass Electrooxidation,Alkaline non-PM,False,False,MoO2-FeP@C,composite,"{'Mo', 'O', 'P', 'Fe'}",[],carbon,,69.46617789206834,96.0799302191489,26.61375232708056,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,AB,"Fe,Mo,O,P",,"Fe,Mo","Fe,Mo","O,P",non-PM,no PM,non-PM phosphide,False,False,True,True,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Fe,Mo,O,P",,AB,False,False,neither,False,
batch1/case69,figure_2,a,Ni3S2/Cr2S3@NF,Hydrogen Spillover-Bridged Volmer/Tafel Processes Enabling Ampere-Level Current Density Alkaline Hydrogen Evolution Reaction under Low Overpotential,Alkaline non-PM,False,False,Ni3S2/Cr2S3@NF,composite,"{'S', 'Cr', 'Ni'}",[],,nickel foam,45.64743935309974,43.43405684021374,-2.213382512886,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,AB,"Cr,Ni,S",,"Cr,Ni","Cr,Ni",S,non-PM,no PM,non-PM chalcogenide,False,False,False,False,True,False,False,0,2,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Cr,Ni,S",,AB,False,False,neither,False,
batch1/case88,figure_3,a,1T$_{0.41}$-MoS$_2$,Interfacial electronic structure engineering on molybdenum sulfide for robust dual-pH hydrogen evolution,Alkaline non-PM,False,False,1T$_{0.41}$-MoS$_2$,sulfide,"{'Mo', 'S'}",[],,carbon cloth,114.25121819166216,114.67605125428628,0.4248330626241312,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,AB,"Mo,S",,Mo,Mo,S,non-PM,no PM,non-PM chalcogenide,False,False,True,False,True,False,False,0,1,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,S",,AB,False,False,neither,False,
batch1/case88,figure_3,a,1T$_{0.81}$-MoS$_2$@NiP$_2$,Interfacial electronic structure engineering on molybdenum sulfide for robust dual-pH hydrogen evolution,Alkaline non-PM,False,False,1T$_{0.81}$-MoS$_2$@NiP$_2$,composite,"{'Mo', 'S', 'Ni', 'P'}",[],,carbon cloth,42.85652409312401,-9.963303856102982,-52.81982794922699,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,AB,"Mo,Ni,P,S",,"Mo,Ni","Mo,Ni","P,S",non-PM,no PM,non-PM phosphide,False,False,True,False,True,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,Ni,P,S",,AB,False,True,eta50-only,False,
batch1/case88,figure_3,a,1T$_{phase}$-MoS$_2$,Interfacial electronic structure engineering on molybdenum sulfide for robust dual-pH hydrogen evolution,Alkaline non-PM,False,False,1T$_{phase}$-MoS$_2$,sulfide,"{'Mo', 'S'}",[],,carbon cloth,76.34939541598992,93.48493051795708,17.135535101967164,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,AB,"Mo,S",,Mo,Mo,S,non-PM,no PM,non-PM chalcogenide,False,False,True,False,True,False,False,0,1,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,S",,AB,False,False,neither,False,
batch1/case88,figure_3,a,2H$_{phase}$-MoS$_2$,Interfacial electronic structure engineering on molybdenum sulfide for robust dual-pH hydrogen evolution,Alkaline non-PM,False,False,2H$_{phase}$-MoS$_2$,sulfide,"{'Mo', 'S'}",[],,carbon cloth,138.51737953438004,198.8260241833605,60.30864464898042,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,AB,"Mo,S",,Mo,Mo,S,non-PM,no PM,non-PM chalcogenide,False,False,True,False,True,False,False,0,1,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,S",,AB,False,False,neither,False,
batch1/case98,figure_5,c,H-Mo2C/NG,Water induced ultrathin Mo2C nanosheets with high-density grain boundaries for enhanced hydrogen evolution,Alkaline non-PM,False,False,H-Mo2C/NG,composite,{'Mo'},[],N-doped graphene,carbon fiber paper,-8.115671641791067,9.34390547263682,17.459577114427887,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,AB,Mo,,Mo,Mo,,non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,1,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.",Mo,,AB,True,False,eta10-only,False,
batch2/case109,figure_4,d,Co-NC-550°C,Efficient Water Splitting System Enabled by Multifunctional Platinum-Free Electrocatalysts,Alkaline non-PM,False,False,Co-NC-550°C,composite,"{'Co', 'C', 'N'}",[],N-doped carbon,carbon cloth,126.11314094624724,184.349455040872,58.23631409462476,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,AB,"C,Co,N",,Co,Co,"C,N",non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,1,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Co,N",,AB,False,False,neither,False,
batch2/case109,figure_4,d,Co-NC-650°C,Efficient Water Splitting System Enabled by Multifunctional Platinum-Free Electrocatalysts,Alkaline non-PM,False,False,Co-NC-650°C,composite,"{'Co', 'C', 'N'}",[],N-doped carbon,carbon cloth,74.02774337379245,112.48761456527124,38.4598711914788,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,AB,"C,Co,N",,Co,Co,"C,N",non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,1,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Co,N",,AB,False,False,neither,False,
batch2/case109,figure_4,d,Co-NC-750°C,Efficient Water Splitting System Enabled by Multifunctional Platinum-Free Electrocatalysts,Alkaline non-PM,False,False,Co-NC-750°C,composite,"{'Co', 'C', 'N'}",[],N-doped carbon,carbon cloth,48.15147386673272,57.70240018633605,9.550926319603327,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,AB,"C,Co,N",,Co,Co,"C,N",non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,1,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Co,N",,AB,False,False,neither,False,
batch2/case109,figure_4,d,Co-NC-850°C,Efficient Water Splitting System Enabled by Multifunctional Platinum-Free Electrocatalysts,Alkaline non-PM,False,False,Co-NC-850°C,composite,"{'Co', 'C', 'N'}",[],N-doped carbon,carbon cloth,96.56923458013378,130.25275133585762,33.68351675572384,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,AB,"C,Co,N",,Co,Co,"C,N",non-PM,no PM,non-PM other,False,False,True,False,False,False,False,0,1,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Co,N",,AB,False,False,neither,False,
batch2/case117,figure_3,a,CoP,Interfacial Engineering of Nickel Hydroxide on Cobalt Phosphide for Alkaline Water Electrocatalysis,Alkaline non-PM,False,False,CoP,phosphide,"{'Co', 'P'}",[],nickel foam,nickel foam,163.68421052631578,157.5563909774436,-6.127819548872168,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,AB,"Co,P",,Co,Co,P,non-PM,no PM,non-PM phosphide,False,False,False,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,P",,AB,False,False,neither,False,
batch2/case117,figure_3,a,Fe-CoP,Interfacial Engineering of Nickel Hydroxide on Cobalt Phosphide for Alkaline Water Electrocatalysis,Alkaline non-PM,False,False,Fe-CoP,phosphide,"{'Co', 'P', 'Fe'}",[],nickel foam,nickel foam,124.06191950464398,108.29896907216497,-15.762950432479016,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,AB,"Co,Fe,P",,"Co,Fe","Co,Fe",P,non-PM,no PM,non-PM phosphide,False,False,False,False,False,True,False,0,2,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Fe,P",,AB,False,False,neither,False,
batch2/case117,figure_3,a,Fe-CoP/Ni(OH)2,Interfacial Engineering of Nickel Hydroxide on Cobalt Phosphide for Alkaline Water Electrocatalysis,Alkaline non-PM,False,False,Fe-CoP/Ni(OH)2,composite,"{'Fe', 'Co', 'O', 'Ni', 'P'}",[],nickel foam,nickel foam,58.31578947368422,32.990430622009555,-25.325358851674665,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,AB,"Co,Fe,Ni,O,P",,"Co,Fe,Ni","Co,Fe,Ni","O,P",non-PM,no PM,non-PM phosphide,False,False,False,True,False,True,False,0,3,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Fe,Ni,O,P",,AB,False,False,neither,False,
batch2/case117,figure_3,a,Ni(OH)2,Interfacial Engineering of Nickel Hydroxide on Cobalt Phosphide for Alkaline Water Electrocatalysis,Alkaline non-PM,False,False,Ni(OH)2,hydroxide,"{'Ni', 'O'}",[],nickel foam,nickel foam,271.5789473684211,298.859649122807,27.28070175438592,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,AB,"Ni,O",,Ni,Ni,O,non-PM,no PM,non-PM oxide/hydroxide/nitride,False,False,False,True,False,False,False,0,1,non-PM oxide/hydroxide/nitride-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,O",,AB,False,False,neither,False,
batch2/case128,figure_3,d,Mo-Ni3N/Ni/NF,Realizing the Synergy of Interface Engineering and Chemical Substitution for Ni3N Enables its Bifunctionality Toward Hydrazine Oxidation Assisted Energy-Saving Hydrogen Production,Alkaline non-PM,False,False,Mo-Ni3N/Ni/NF,composite,"{'Mo', 'N', 'Ni'}",[],Ni foam,Ni foam,21.512354014384,56.60836344024909,35.09600942586509,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,AB,"Mo,N,Ni",,"Mo,Ni","Mo,Ni",N,non-PM,no PM,non-PM other,False,False,False,False,False,False,False,0,2,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,N,Ni",,AB,False,False,neither,False,
batch2/case129,figure_3,a,CoMo2S4,CoMo2S4 with Superior Conductivity for Electrocatalytic Hydrogen Evolution: Elucidating the Key Role of Co,Alkaline non-PM,False,False,CoMo2S4,sulfide,"{'Co', 'Mo', 'S'}",[],,carbon cloth,51.27410468319564,-2.786217792902278,-54.06032247609792,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,AB,"Co,Mo,S",,"Co,Mo","Co,Mo",S,non-PM,no PM,non-PM chalcogenide,False,False,True,False,True,False,False,0,2,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Mo,S",,AB,False,True,eta50-only,False,
batch2/case14,figure_6,a,Ni/NiP,"Efficient and Stable Bifunctional Electrocatalysts Ni/NixMy (M = P, S) for Overall Water Splitting",Alkaline non-PM,False,False,Ni/NiP,phosphide,"{'Ni', 'P'}",[],,Ni foam,86.1825481166608,97.85688983351048,11.674341716849682,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,AB,"Ni,P",,Ni,Ni,P,non-PM,no PM,non-PM phosphide,False,False,False,False,False,True,False,0,1,non-PM phosphide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Ni,P",,AB,False,False,neither,False,
batch2/case143,figure_3,a,Mo-Co0.85Se_VSe/NC,Accelerated Water Dissociation Kinetics By Electron-Enriched Cobalt Sites for Efficient Alkaline Hydrogen Evolution,Alkaline non-PM,False,False,Mo-Co0.85Se_VSe/NC,composite,"{'Mo', 'C', 'Co', 'N', 'Se'}",[],N-doped carbon matrix,,133.71757925072046,79.28274095421065,-54.43483829650981,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,AB,"C,Co,Mo,N,Se",,"Co,Mo","Co,Mo","C,N,Se",non-PM,no PM,non-PM chalcogenide,False,False,True,False,True,False,False,0,2,non-PM chalcogenide-containing,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Co,Mo,N,Se",,AB,False,False,neither,False,
batch2/case162,figure_2,a,MoC@NC-800°C,MoC Quantum Dots@N-Doped-Carbon for Low-Cost and Efficient Hydrogen Evolution Reaction: From Electrocatalysis to Photocatalysis,Alkaline non-PM,False,False,MoC@NC-800°C,composite,"{'Mo', 'C', 'N'}",[],N-doped porous carbon,,79.90042856019501,33.132814343005464,-46.767614217189546,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,AB,"C,Mo,N",,Mo,Mo,"C,N",non-PM,no PM,non-PM other,False,False,True,False,False,False,True,0,1,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Mo,N",,AB,False,False,neither,False,
batch2/case162,figure_2,a,MoC@NC-900°C,MoC Quantum Dots@N-Doped-Carbon for Low-Cost and Efficient Hydrogen Evolution Reaction: From Electrocatalysis to Photocatalysis,Alkaline non-PM,False,False,MoC@NC-900°C,composite,"{'Mo', 'C', 'N'}",[],N-doped porous carbon,,58.72949443809317,15.09453038115464,-43.63496405693853,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,AB,"C,Mo,N",,Mo,Mo,"C,N",non-PM,no PM,non-PM other,False,False,True,False,False,False,True,0,1,non-PM oxide/hydroxide/nitride-containing,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Mo,N",,AB,False,False,neither,False,
batch2/case18,figure_5,a,I,Cobalt-Doping in Molybdenum-Carbide Nanowires Toward Efficient Electrocatalytic Hydrogen Evolution,Alkaline non-PM,False,False,Mo2C,carbide,"{'Mo', 'C'}",[],,glassy carbon,149.0,135.26031746031748,-13.73968253968252,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,AB,"C,Mo",,Mo,Mo,C,non-PM,no PM,non-PM other,False,False,True,False,False,False,True,0,1,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Mo",,AB,False,False,neither,False,
batch2/case18,figure_5,a,III,Cobalt-Doping in Molybdenum-Carbide Nanowires Toward Efficient Electrocatalytic Hydrogen Evolution,Alkaline non-PM,False,False,Co-Mo2C-0.020,carbide,"{'Co', 'Mo', 'C'}",[],,glassy carbon,89.55785714285713,54.49142857142856,-35.066428571428574,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,AB,"C,Co,Mo",,"Co,Mo","Co,Mo",C,non-PM,no PM,non-PM other,False,False,True,False,False,False,True,0,2,non-PM residual/unclear,low,residual_family;coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Co,Mo",,AB,False,False,neither,False,
